fila,pregunta,grupo,texto
116,q7,__todos__,Creo que el estado se ocupa del bienestar de su población  salud  educación  leyes
117,q7,__todos__,Es un estado presente  en salud  educacion  pero que en muchas areas deberia estar mucho mas presente. P E en vuvienda  distribución de ja riqueza
118,q7,__todos__,El estado uruguayo hoy se desmoronó n No le importa nada el ciudadano de abajo lo unico x lo q se preocupa es x llenarles los bolsillos a unos pocos
120,q7,__todos__,Que está bien organizado en cuanto a los organismos pero dentro de los organismos  quienes los manejan no lo hacen del todo bien.
121,q7,__todos__,Un estado más preocupado en cosas que no son importantes que en las que si.
122,q7,__todos__,Es democrático y laico  basado en la Constitución nY se encarga de la administración de los entes y empresas Públicas
123,q7,__todos__,Justamente la pregunta anterior la conteste basado en el estado uruguayo  el Estado en Uruguay está Presente en resumen de toda una cantidad de cosas que le corresponden  a via de ejemplo la matriz energética autosustentable en su mayoría  beneficio a largo plazo. La educación descentralizada a nivel terciario  muy importante  la ampliación de horizontes de colocación de los insumos uruguayos a nuevos países sea mediante tratados de libre comercio o unilateralmente  eso conlleva mejor situación socio económica   ahi debe primar más equidad entre los actores  que lugar ocupa  es Primordial que el Estado esté presente y sea vigilante de buenos términos
124,q7,__todos__,"En este momento te puedo decir que es un Estado que no está haciendo mucho. En realidad no está haciendo nada. Yo soy votante del Frente Amplio desde siempre y pensé que al entrar el Frente Amplio se pondría de acuerdo con todos los partidos políticos, que era lo que yo quería, o sea, lo que todo el mundo quería, pero no lo hizo. Y estamos cada vez peor. La verdad que actualmente en la sociedad, y de qué cosas se encarga, no se está encargando de mucho, se está encargando de cosas, por ejemplo, traer más inmigrantes de Cuba al Uruguay, y cosas de esas que no tienen mucho que ver con nuestro país. ¿Por qué? Porque ahora en este momento tú entras a cualquier supermercado, no estoy en desacuerdo con que vengan los cubanos, pero entras a cualquier supermercado y hay un cubano o un extranjero, y los uruguayos están sin trabajo. Si bien los uruguayos siempre quieren tener más dinero y quieren ganar más, y es por ese motivo que capaz que no consiguen trabajo. Pero eso me está molestando un poco. Tengo amigos cubanos. Están acá, pero me están molestando un poquito porque están en todos lados. En cualquier momento esto se va a llamar Cubauru, porque hay más cubanos que uruguayos."
125,q7,__todos__,Las funciones son ayudar a la población  crear leyes  y organizar
127,q7,__todos__,Prefiero no contestar
128,q7,__todos__,Gordo  pesado  desorbitante  hoy en día se está encargando de muy pocas cosas d las que mencioné en la respuesta anterior
129,q7,__todos__,Como un estado fuerte.
131,q7,__todos__,Se encarga de muchas cosas para listarlas  no? Acá me quedaría paralizada. nOcupa un lugar fundamental  de organización de la vida en común  de mejora en la vida en común. Si lo hace peor o mejor ya es otro tema.
133,q7,__todos__,Un estado lento  buricrático  y poco efectivo  le cuesta mucho los cambios. El estado es fundamental en la vida de un país y su gente. Al encargarse de muchas cosas  algunas  velar por la seguridad  bienestar  salud  rducacion y progreso.
135,q7,__todos__,Bla bla
136,q7,__todos__,"Bueno, el Estado en la sociedad uruguaya, lo que estamos bajo un poco es la parte de seguridad, que hay muchas cosas que este gobierno heredó mal, pero como te voy a decir, en la parte de salud se ha ido mejorando cantidad de cosas que han hecho que quedaban mal hechas anteriormente y se están tratando de arreglar. Y la parte de la enseñanza lo mismo, habían destrozado la enseñanza y ahora se está recuperando otro poco. Así que para eso, como es, me gusta que el Estado esté presente en todas esas cosas."
138,q7,__todos__,El estado en Uruguay es importante porque garantiza servicios y derechos básicos  como la salud  la educación y la seguridad social. A la vez  pienso que debería ser más eficiente  menos burocrático y estar más cerca de las necesidades de la gente.
139,q7,__todos__,Al estado uruguayo de hoy en dia  lo veo con mucha incertidumbre  queriendo ayudar  queriendo estar cerca del ciudadano mas vulnerable.
140,q7,__todos__,Su lugar es relevante por que traza nuestros caminos pero está lejos de la gente Parece desconocer las necesidades  sobre todo del interior del país
141,q7,__todos__,"Y el Estado tiene que organizar la educación, la salud, el poder judicial, bueno, todo lo que, organizar todo lo que los ciudadanos necesitamos, ¿no? Es el que se encarga de todo eso. Y el lugar que ocupa en la sociedad, y pienso que es el del, repito, el de la organización, el que maneja, ¿no? El que distribuye todas las autoridades y eso. Y pienso que el Estado uruguayo está presente, ¿no? En la vida de todos los ciudadanos."
142,q7,__todos__,Lo defino como un estado presente y paternalista. Se encarga deSalud  seguridad  justicia  educación  infraestructura  servicios que por sus características son monopolios  seguridad social  asistencia social y la defensa
143,q7,__todos__,"El Estado ocupa y ha ocupado un lugar muy importante, bueno, salvo los periodos dictatoriales, pero tiene un lugar relevante fundamentalmente a lo que hace a temas de educación, de educación global total, en el tema de salud, la definición en ese sentido, el tema de vivienda, pero también todo el tema de derechos que en el Uruguay se ha avanzado y bueno, tiene que haber un Estado fuerte como para respetar todas estas cosas. El cual como Estado se ha logrado y se ha avanzado."
144,q7,__todos__,"Para mí ocuparía ya como el quinto lugar porque obviamente que falta mucho, mucho, mucho. Y me vuelvo a aferrar a la delincuencia ya que yo vivo en un barrio estilo zona roja y hay cosas que nunca salen a la luz."
145,q7,__todos__,Creo que el Estado uruguayo ocupa un lugar muy importante y está presente en muchos aspectos de la vida cotidiana  desde la salud y la educación hasta la seguridad y la protección social. Sin embargo  actualmente lo veo poco eficiente  costoso y con demasiada burocracia. Además  siento que este gobierno no ha sido claro en su rumbo ni ha tomado medidas que generen mejoras visibles en la vida de las personas.
147,q7,__todos__,El estado uruguayo se encarga de muchas de estas cosas pero de manera ineficiente e ineficaz. No es lo habitual la evaluación de sus funcionarios en función de sus resultados  y es muy común la corrupción  el amiguismo  los favores
148,q7,__todos__,Se encarga de demasiadas cosas y podría ser menos invasivo
149,q7,__todos__,"Bien, pensando en el Estado Uruguayo, aunque hay un nivel muy grande de jubilaciones sumergidas, pero es lo que asociamos cuando hablamos de seguridad social. Primero que nada asociamos la jubilación y la seguridad social es mucho más que eso y el Estado Uruguayo dentro de todo tiene una asistencia social bastante buena, bastante importante. Ahí lo considero que es una de nuestras fortalezas, la seguridad social. Ya te digo, con jubilaciones sumergidas, en algún caso, ni hablar que la mínima tendría que superar los 35.000 pesos. Pienso que eso tendría que ser la jubilación mínima, pero bueno, digamos que no se puede. Dejémoslo ahí. Después, eso es nuestra gran fortaleza. Nuestro talón de Aquiles es la seguridad. La educación está en un término medio, o sea que hay muchos gurises que pueden hacer una carrera aunque sean hijos de obrero. O sea que eso es bueno, que ya estemos quebrando. Ese paradigma de que los obreros van a ser obreros toda la vida, sino que si estudia, los padres pueden llegar a hacer un gran esfuerzo y poder tener un hijo universitario. Eso ya es muy bueno y eso se está logrando. Eso es bueno. Ni hablar. Y la salud es fundamental. Hoy por hoy está en igualdad de condiciones, que no debería ser así. La salud pública que la privada. Tendría que haber una gran diferencia. O sea que habla muy mal de la salud en la parte privada. Pienso que hay que igualar hacia arriba, no hacia abajo. Esa es la parte de salud. La salud, estamos dejando que desear, pero es más relacionada a la salud que brindan los privados, que a la salud pública en sí, que está al mismo nivel de los privados, considero que es mala la atención que brindan los privados. Así que digamos que es regular la atención de salud pública. Salud, escuela, seguridad, o sea salud, educación, seguridad y seguridad social."
150,q7,__todos__,"Yo lo describiría como lento, un estado lento, poco eficiente, y se ocupa de cantidad de cosas. Se ocupa de muchas más cosas, creo yo, de las que se debería ocupar. Pero obviamente se ocupa de la seguridad, de la educación, de la justicia, a nivel departamental, de la reparación de las calles, la luminaria, de la gente en situación de calle, etc."
1,q8,__todos__,Desigualdad social y económica
2,q8,__todos__,Falta de oportunidades
3,q8,__todos__,capitalismo
4,q8,__todos__,Poco deseable para una sociedad democratica
6,q8,__todos__,Obviamente pienso en riqueza y pobreza  con el trato social que eso conlleva
7,q8,__todos__,En la desigualdad de oportunidades de crecimiento y desarrollo que pueden tener las personas  o solo la parte económica
8,q8,__todos__,Diferencia de oportunidades de acceso y diferencias económicas
10,q8,__todos__,En una injusticia
12,q8,__todos__,En la mala interpretación que tiene la gente sobre el significado de la palabra. Hoy en día la desigualdad depende de cada persona  no hay ninguna barrera que no permita  mejorar la clase social  el estado da las herramientas como la educación. Por eso la palabra desigualdad está asociada a la persona que culpa al capitalismo como gran culpable cuando en realidad es de ellos mismos por no esforzarse lo suficiente. Por algo antes los inmigrantes llegaban sin nada y la gran mayoría pudieron salir adelante
13,q8,__todos__,Pobreza
15,q8,__todos__,Cuando escucho la palabra desigualdad pienso en los niños y adolescentes que viven en condiciones miserables  en entornos que se normaliza la violencia  pienso en los presos que logran rehabilitarse que no logran conseguir trabajo después. Pienso en los jóvenes de barrios marginales que no pueden poner sus direcciones en el CV si quieren ser contratados. Una desigualdad con respecto a los sectores dominantes y hegemónicos de la sociedad que tienen el acceso a los recursos y las oportunidades.
16,q8,__todos__,"Pienso en desigualdad de acceso al ingreso y en la riqueza y después pienso en desigualdades horizontales que tienen que ver con las condiciones de las personas, género, étnico, racial, migratorias, ciclo de vida, etc."
17,q8,__todos__,En los niños  que no todos tienen las mismas oportunidades y ellos son el futuro.
19,q8,__todos__,En la gente de la calle  en la vulnerabilidad  creo que quedar fuera de un sistema es parte de esa desigualdad
20,q8,__todos__,"Bueno, refiriéndome a algo que respondí en la pregunta anterior, a mí me tiene muy confundido. Yo vos sabés que, digo vos sabés para contestar, a mí me parece que es más de lo mismo. Hay algo que a mí me parece que está oculto y que no lo conocemos, y que hay intereses que no los sabemos entre el discurso y lo que realmente es, y en la acción la desigualdad sigue estando. Porque, por ejemplo, lo primero que se contempla, sinceramente, es el bienestar de quienes están al mando, sean responsables. Los de izquierda o sean de derecha."
22,q8,__todos__,En el poder
23,q8,__todos__,En personas que no tienen ni para comer y otras que gastan en lujo y vulgaridad.
24,q8,__todos__,Economía
26,q8,__todos__,"Este, en realidad hoy en día con la desigualdad veo muy presente lo que está pasando en general con la situación del hombre, ¿no? Pero a nivel general, ¿no? Por principales países que se han enfocado en estas leyes, reglas y regulaciones que también está pasando en Uruguay, con el tema de las denuncias, que se dice que se está cargando un poco la presunción de inocencia del hombre en diversos casos, es decir, que es nacido por una preocupación legítima, pero está afectando a gran parte de la población porque se usa para otro tipo de naturalidades. O sea, es... Eso es lo que pienso ahora por el contexto en el que estamos viviendo."
27,q8,__todos__,"A ver, mira, yo vengo de un país donde nos crían desde pequeños, que todo lo que hagamos nosotros es para contribuir a la sociedad. Este es un país capitalista que desde pequeños te crían, que tú tienes que hacer lo que vayas a hacer es para el individuo. Es muy diferente, muy diferente. Nosotros, por ejemplo, de donde yo vengo, que es Cuba, todo lo que construimos, fabricamos, elaboramos, creamos, es para hacer un bien para los demás. Tú te beneficias, pero beneficias a los demás. En el caso del Uruguay, no. En el caso del Uruguay, tú estudias, te sacrificas para tener una buena casa, un buen coche, un buen salario y poder viajar al exterior, una casa en Punta del Este, etcétera, etcétera. Es tú como individuo, no como colectivo, como sociedad. Y ahí está la desigualdad. Pero bueno, hay muchos factores que influyen en esa desigualdad. Muchas veces es la cuna, el origen. Otras que ellos mismos no quieren estudiar o no quieren emplearse porque se enriquecen más rápidamente o encuentran ganancia más rápidamente en la delincuencia. Hay otros que prefieren vivir en la calle. Buenas tardes. En fin, desigualdad siempre ha existido desde los tiempos de las cavernas. Había quien mataba en Mamú. Y comía más carne. Había quien limpiaba las pieles en Mamú y se vestía mejor. Había un curandero en las cuevas, o un veíque, o un brujo, que era el que se suponía que curara las enfermedades, que se le daban tributos a los altares, vivía mejor. Y esta verdad bien, el que recolectaba frutas, el que cazaba y pescaba, que... Siempre ha habido desigualdades. Clases sociales ha habido siempre."
28,q8,__todos__,En el recibo de la luz q actualmente pago 8 mil pesos mensuales y los q tienen planes pagan miserias
29,q8,__todos__,Que existe gente que tiene mucha plata que capaz no se merece y el pobre empleado sigue cobrando chirolas
30,q8,__todos__,El estado existe para asegurar la libertad  seguridad  igualdad para sus habitantes  basicamente es funcion del estado asegurar el orden  e igualdad de condiciones de los habitantes en todos los ambitos
32,q8,__todos__,En Mi   lo eh vivido en carne propia. Que sea solo un número que aporta para el estado y nada más   sino aportas al BPS   no ay derecho para mí . Eso es desigualdad. Si   sos : extranjero   afro   homosexual   tupamaro o ex convicto   drogadicto  . El estado ayuda   yo que me arruine la columna   trabajando fuera de caja en la construcción( y fuera de caja   porque mi empleador  jamás me inscribió  o sea me jodio ) . Y de ahí   con informe médicos y todo los requisitos   no me pertenece nada   dice BPS . Eso es desigualdad !. Que se les pide ah esos grupos para dares una ayuda ? A mí 10 años de aportes   que ni en mi peor  momento de vida   los  puedo usar  esos aportes  que cotice para BPS .y puedo nombrar más desigualdades que está lleno el país .
33,q8,__todos__,Que rico es más rico y el pobre cada ves más pobre
36,q8,__todos__,Muchos beneficios para algunos y poco para otros. De mi parte se debe de ver el esfuerzo y la constancia.
37,q8,__todos__,Pienso en pobreza y marginalidad
38,q8,__todos__,Trato de creer que es una frase hecha  en ellñ   porque para todo hay que luchar en esta  vida  primero luchamos por vivir al dejar el vientre luego nuestros padres luchan por educarte y al crecer sos tu el que tiene que luchar por tu oportunidad  hay veces que tenés suerte y alguien te acomoda en algún lugar ( eso es desigualdad según yo?. ) y sigues siendo tu el que debe tener la preparación la formación y así poder brindar algo a cambio de una oportunidad de crecer desarrollarte etc
39,q8,__todos__,Pobreza
41,q8,__todos__,Se encarga de salud educación trabajo
42,q8,__todos__,Q unos tienen más q otros y no solo hablo d dinero
43,q8,__todos__,Pienso en los gurises de la teja  que andan en patas en este frío.
44,q8,__todos__,"La desigualdad de condiciones que existe entre los seres humanos, no solo en el nivel económico sino en el nivel educativo, desigualdad en montones de aspectos."
46,q8,__todos__,Cuando escucho la palabra desigualdad  pienso en las diferencias que existen entre las personas y en que no todos tienen las mismas oportunidades. Pienso especialmente en quienes tienen dificultades para acceder a una buena educación  salud  vivienda o un trabajo digno  mientras que otros tienen muchas más posibilidades.
47,q8,__todos__,En la cantidad de plata que ganan los políticos
48,q8,__todos__,Desigualdad social
49,q8,__todos__,Diferencia de ingresos
50,q8,__todos__,En la gente
51,q8,__todos__,Especialidad uruguaya  debe ser de los países más desiguales en términos de carga de trabajo en el mundo. Eso además impacta directamente en los niveles de pobreza
52,q8,__todos__,Carencia en la igual posibilidad de adquirir recursos escenciales de una única población
53,q8,__todos__,"Y volviendo a la misma pregunta, ¿de qué cosas se encarga, bueno, o debería encargarse la salud en primera instancia? El cuidado de la infancia, la seguridad y el buen manejo económico."
54,q8,__todos__,Que yo viví en la calle viví en asentamientos. Vy estuve desocupado. No me figura en desigualdad. Me esforcé trabaje inverti en erramientas. Y sigo asiendolo. Pará mi desigualdad es que el estado mira gente que no hace nada y no ayuda al trabajador al que realmente  aporta trabaja . Desigualdad  es mirar por gente de bajos recursos y no mirar pir gente que aporta para generar recursos
55,q8,__todos__,"Ya cuando me dicen desigualdad ya pienso en los feministas, que son las primeras en quejarse, son las que tienen todo, masacran a los hombres porque los degradan, los tratan como basura, compiten con ellos y se les hace más caso a las mujeres que a los hombres. Entonces, yo para mí cuando se habla de desigualdad, yo por lo menos, mi punto de vista, si tanto se quiere escuchar, bueno que se escuche toda la palabra y no la mitad de la palabra, que se deje de mitigar lo que viene siendo la igualdad de género y si quieren igualdad de género queden pero con el 100% de la igualdad, dejando de mitigar lo que viene siendo la palabra de ella contra la de nosotros, o si quieren una realidad que vean toda la realidad, no una parcialidad de la realidad."
56,q8,__todos__,Pienso en la diferencia de oportunidades entre las personasnLa desigualdad no se soluciona solo repartiendo recursos  sino generando condiciones para que cualquiera pueda estudiar  trabajar  emprender y crecer por mérito propio.
57,q8,__todos__,"No, es algo que me molesta. Me molesta porque la desigualdad no es buena a ningún nivel. O sea, nadie es desigual. Nadie es desigual. Creo que tenemos desigualdad de oportunidades, pero eso no quiere decir que seamos distintos o diferentes. Pienso que si todos tuviéramos las mismas posibilidades, no habría desigualdad."
58,q8,__todos__,Es una palabra de igualdad ayudar al otro
59,q8,__todos__,Bien.
60,q8,__todos__,"Bueno, cuando escucho la palabra desigualdad, primero pienso en los niños, en la desigualdad tremenda que hay en la sociedad, aquella frase tan fea que hay hijos intenados, ¿no? Horrible. Pienso en las mujeres, que a veces hacen tremendos sacrificios y que nunca logran lo que desean lograr, porque muchas veces se las subestima en distintos empleos, que no hay equidad en los sueldos del mismo empleo, un hombre gana más y una mujer gana menos. Y pienso también en los viejos. Yo que trabajé mucho en el tema de la ancianidad, es muy triste llegar a la vejez y estar solo, y estar abandonado, porque a veces uno confunde la soledad con el abandono. Son dos cosas diferentes. Una cosa es estar solo porque uno... uno quiere, uno rodeado de nadie. Otra cosa es estar solo y acompañado de un montón de gente, que es tremenda esa soledad. Y otra cosa es sentirte que ya no vale nada la pena en este mundo. Y ese es el abandono."
61,q8,__todos__,Injusticia  relaciones de poder asimétricas  lucha de clases
62,q8,__todos__,Lo primero que me viene a la mente es la pobreza infantil la brecha que hay de desigualdad de ingresos en los hogares y la diferencia de oportunidades según el lugar donde uno resida
64,q8,__todos__,Pienso q aca en uruguay solo los q tienen plata tienen derechos
65,q8,__todos__,En mis padres que a veces no tienen para comer
67,q8,__todos__,"y bueno, desigualdad ay, qué palabra tan tan profunda porque es difícil de expresar bueno, yo soy una persona con capacidad diferente y cuando me crié no había tanta facilidad como hay ahora, yo por ejemplo fui, estudié solo primaria mi hijo le estoy dando, tratando de dar lo mejor posible lo tuve mayor a los 42 años entonces, desigualdad desigualdad hay en todo sentido, en el pobre el pobre y el rico ay, perdón si digo esta palabra que no me gustaría decirla porque siempre la estoy corrigiendo a mí bueno, pero voy a expresar otras palabras voy a decir otras palabras entre el del color y el blanco en el bueno, el pobre y el rico creo que ya dije que más ah, los géneros también yo pienso que no se debería decir palabras o cenas a la gente que no le gusta que no siente estar hombre o mujer en cuanto a los géneros y desigualdad en todo en todo sentido no voy a decir porque para mí es un problema estoy viendo que hay mucha desigualdad también en los ancianos también las personas mayores esas son mis desigualdades que yo veo y también veo mucha desigualdad y falta de respeto entre jóvenes hacia bueno, como dije, personas mayores los hijos hacia los padres hay mucha, mucha desigualdad pero todo eso viene de la educación de la casa"
68,q8,__todos__,El estado uruguayo hoy por hoy me parece que esta dejando mucho que desear
69,q8,__todos__,En sujetos que nacen con pocas posibilidades de salir adelante y necesitan la intervención temprana del Estado para l9grar salir adelante y tener una vida digna
71,q8,__todos__,La desigualdad se parte mucho del contestó donde nacen y la educación que persiban la igualdad se generan parte de generar fuentes de trabajo y de la educación gran parte del contestó familiar y fomentando educación y capacitación intitucional
72,q8,__todos__,Trabajos
73,q8,__todos__,En los trabajadores
76,q8,__todos__,"Lo primero que pienso es en los que no tienen la posibilidad de educarse, de estudiar. Porque la riqueza del país no está ni en el petróleo, ni en el uranio, ni en lo que sea. La riqueza está en la inteligencia, en la sabiduría de la gente, en la formación de la gente. Y esa es la verdadera riqueza de los países."
77,q8,__todos__,La desigualdad en la sociedad  va a existir siempre  lo importante es que la parte más baja de la sociedad  sea de bienestar
78,q8,__todos__,En Uruguay la desigualdad es para el que trabaja que tiene menor beneficio que el vago que es mantenido por el estado
79,q8,__todos__,Pienso en el Marconi y punta del este
80,q8,__todos__,El país está muy mal en eso.
81,q8,__todos__,Pienso que hay una falta de equilibrio y justicia en la forma en que se reparten los bienes  los derechos y las oportunidades entre las personas de una sociedad
83,q8,__todos__,Pobreza y falta de inclusión
84,q8,__todos__,Lo primero que se me viene a la mente es desigualdad de oportunidades.
86,q8,__todos__,Son para pocos
87,q8,__todos__,Pienso en todas la personas que conozco   que en el papel o en la ley tienen todos los mismos derechos pero luego en la vida real el estado no lo garantiza . Incluyéndome
88,q8,__todos__,"Y el estado uruguayo, lo poco, flojo y muy flojo."
92,q8,__todos__,Falta de oportunidades para algunos
93,q8,__todos__,Desigualdad de condiciones económicas  sociales  laborales  educativas.
94,q8,__todos__,Diferencia
97,q8,__todos__,En el punto anterior avanzar sobre sacar exoneraciones de impuestos a la educación privada. Que paguen como la educación pública. nSobre desigualdad pienso que aunque se ha avanzado es muy alta
99,q8,__todos__,pienso que es algo muy presente en toodo
100,q8,__todos__,Me costó allán una respuesta  pero creo que está es la más cercana a lo que me representa.La verdad  cuando escucho solamente la palabra “desigualdad”  no se me viene nada concreto a la mente. Para mí es una palabra demasiado amplia si no se especifica de que tipo de desigualdad se está hablando. Por ejemplo  si se habla de desigualdad económica  social o educativa sí puedo pensar en situaciones concretas  pero con la palabra por sí sola siento que me falta contexto para darle un significado concreto.
101,q8,__todos__,En la segunda respuesta  estaría contestada
102,q8,__todos__,Desigualdad es cuando unos pocos se apropian de la mayoría de los recursos y riquezas disponibles y dejan a la mayoría con poca oportunidad de vivir una vida digna y holgada
103,q8,__todos__,Pienso en niños mal comidos  enfermos  y en Sres. paseando en autos de lujo
105,q8,__todos__,Desigualdad de origen
106,q8,__todos__,Cuando escucho la palabra desigualdad  lo primero que pienso es en la diferencia de oportunidades. En que no todas las personas parten del mismo lugar ni tienen las mismas posibilidades de acceder a una buena educación  a una vivienda  a un trabajo digno  a la salud o incluso a desarrollar sus propios proyectos.nnTambién pienso mucho en las desigualdades que existen dentro del propio país y  especialmente  en las diferencias entre quienes viven en Montevideo y quienes vivimos en el interior. A veces las oportunidades están  pero no llegan de la misma manera para todos.nnPara mí  la desigualdad no se trata solamente de cuánto dinero tiene una persona. También tiene que ver con las posibilidades que tiene para elegir  crecer y construir su futuro. Y creo que una sociedad justa no necesariamente tiene que hacer que todos tengamos exactamente lo mismo  pero sí debería procurar que todos tengamos oportunidades reales para poder avanzar.
107,q8,__todos__,Falta de derechos y oportunidades entre las personas de un mismo territorio
108,q8,__todos__,Diferencia  indiferencia egoísmo. Si tú comes no te importa si el de al lado come o no.
109,q8,__todos__,Desigualdad de oportunidades   nacer y crecer en ciertos contextos  ya te condiciona de por vida  y el estado no esta ahí para corregir los desvios
110,q8,__todos__,Distribución no equitativa de los derechos
111,q8,__todos__,Cuando escucho la palabra desigualdad  pienso en las diferencias de oportunidades y condiciones de vida entre las personas. Por ejemplo  en quienes tienen mayores dificultades para acceder a una buena educación  atención médica  empleo  vivienda o una alimentación adecuada  mientras que otras personas tienen más posibilidades.
112,q8,__todos__,La desigualdad es la condición en la que las personas tienen un acceso no equitativo a los recursos  derechos  oportunidades y bienes económicos dentro de una sociedad o entre distintos países
113,q8,__todos__,Oportunidades
114,q8,__todos__,Lamentablemente desigualdad lo asocian con gente pudiente y gente pobre. Desigualdad de oportunidades
116,q8,__todos__,La gente que vive en la calle
117,q8,__todos__,En las diferencias de ingresos  en las diferencias de genero  en jas dificultades de algunos sectores de la Sociedad paea puder ejercer sus derechos.
118,q8,__todos__,En el q no tiene nada  y le cuesta 10 veces mas conseguir lo necesario para vivir
120,q8,__todos__,En la economía  las riquezas y la pobreza
121,q8,__todos__,En que no todos tenemos las mismas oportunidades
122,q8,__todos__,En lo económico nEn la cantidad de empleados públicos y Políticos que posee el estado  y de donde hay q sacar los fondos para cubrir esos gastos
123,q8,__todos__,En la Educación es en lo primero que pienso  las diferencias que hay entre pública y privada  la publica va camino a tener educandos de contexto crítico y la privada a los de situaciones económica privilegiada o medio  desigualdad además son los sobreprecios de la materia prima para la familia  ahí hay desigualdad notoria
124,q8,__todos__,"Hay desigualdad en la educación, en la vivienda, en la comida, hay desigualdad en todo. Hay gente que tiene mucho, mucho, mucho, mucho, mucho, mucho y conozco y hay gente que no tiene ni siquiera un techito para dormir y están durmiendo en la calle. Muchas de estas personas que duermen en la calle lo eligen ellos, pero otros no y no les dan oportunidad de poder de repente estudiar o de repente darles un trabajo. No, no les dan nada. El gobierno no se está preocupando por que la desigualdad desaparezca. La desigualdad está cada vez peor, cada vez somos más desiguales."
127,q8,__todos__,En discriminación laboral  de género  desigualdad de condiciones
128,q8,__todos__,En una idea de izquierda.
129,q8,__todos__,"La desigualdad económica, sobre todo."
131,q8,__todos__,En una injusticia. Pienso sobre todo en pobrezas inadmisibles.
133,q8,__todos__,En un niño viviendo en un asentamiento  al que se le bulneramos todos sus derechos y a una persona millonaria  procesada por una estafa multimillonaria  cumplir su condena en un lujoso apartamento de Punta del Este y no pagando los gastos millonarios de ese apartamento.
135,q8,__todos__,Bla bla
136,q8,__todos__,"Sí, cuando pienso y veo desigualdad, veo en gente que no tiene las necesidades básicas satisfechas, muy poco, y gente que tiene mucho, eso veo la desigualdad, ahí se ve clarito, y después en cantidad de otras cositas, pero eso sería lo primordial."
138,q8,__todos__,Los derechos que no son para todos
139,q8,__todos__,Lo primero que se viene es la gente en estado de indigencia y pobreza sin duda. nMuy pocos tienen muchísimo lamentablemente y ese es el principal problema de Uruguay y del mundo mas que nada
140,q8,__todos__,Que estoy harta Con el uso de esa palabra nos meten la mano en los bolsillos de los trabajadores Es una palabra que divide a la sociedad La sustituiria por equidad
141,q8,__todos__,"En el Uruguay existe mucha desigualdad, es mi manera de pensar, desigualdad económica, lo vemos en todo, la desigualdad económica por ejemplo en la gente que vive en la periferia, los niños pobres, las familias pobres, la gente que no tiene trabajo, la que tiene trabajo precario, que gana miseria y trabaja 10 horas en el día, hay mucha desigualdad en el Uruguay y el Uruguay es un país muy rico, pero la riqueza está muy mal distribuida, sueldos astronómicos. Y gente que gana muy poco, hay mucha desigualdad en el Uruguay."
142,q8,__todos__,Pobreza
143,q8,__todos__,"Lo primero que aparece es el tema de desigualdad y el tema de la pobreza, que claramente hace como a un sector que lo excluye totalmente de todos sus derechos."
144,q8,__todos__,"Y desigualdad es que por ahí una persona necesita una operación y clase media de 70.000 pesos, como la vista de un ojo, una sociedad, y con un mínimo nacional prácticamente la sociedad te lo pide y no lo podemos hacer. Sin embargo, la otra parte sí se la puede hacer porque obviamente tiene una mejor calidad de vida, quizás que hayan estudiado, en fin, y nosotros somos empleados jubilados por el mínimo nacional por algún trabajo de obrero normal."
145,q8,__todos__,Lo primero que pienso es en la pobreza y  sobre todo  en la desigualdad de oportunidades: que el lugar donde nacés o los recursos de tu familia condicionen el acceso a una buena educación  salud  vivienda y posibilidades de progresar.
147,q8,__todos__,Injusticia
148,q8,__todos__,Algo muy difícil de corregir y solo la educación y el tiempo pueden corregir
149,q8,__todos__,"Bueno, lo primero que pienso es en el famosísimo derrame que nunca llega. Mientras me entero que los bancos en un semestre acumulan casi 700 millones de dólares de ganancia y un empleado con todo respeto, que es un respeto por cualquier persona y que tiene todo el derecho del mundo, pero más bajo, de un banco, para no hablar, duplican el sueldo a un maestro, ahí es lo primero que me surge. Hay una desigualdad. Si bien son tareas diferentes, pero sí, ahí hay una gran desigualdad. Eso acarrea otras cosas, otros problemas. Así que, bueno, cuando pienso en desigualdad, pienso en lo mucho que se gana arriba y lo muy poco que ganan. En el caso de maestros, policía, una cajera de supermercado, que también son importantes o lo que sea. Eso me rechina un poco cuando escucho, por ejemplo, que estamos asistiendo al CASMU y que tiene directores con sueldos de 500 mil pesos mensuales. Me parece que es un... Es un total despropósito de que alguien se lleve 12 mil dólares mensuales y no pueda administrar una entidad, porque son los directores, y no puedan administrar una entidad y darle una estabilidad económica. Ahí hay un tema que ni hablar. Me parece que eso me mata. La desigualdad, lo primero que pienso es en eso. En lo mucho que se llevan algunos, sin hacer esfuerzo ninguno, porque un esfuerzo que ellos tendrían que hacer es estabilizar esa institución. Si le da un préstamo de todos los colombianos, no la pueden estabilizar. Indudablemente no se podrá, ¿no? Pero entonces no la administre, porque la están desadministrando. Entonces, considero que eso... Eso es parte de la desigualdad. Eso es realmente lo primero que pienso. La gran diferencia que hay hacia arriba con los demás abajo."
150,q8,__todos__,"Y pienso en lo que hemos llegado, desgraciadamente, porque por lo que veo y por lo que entiendo, era un país donde las oportunidades eran más parejas antes, cuando la gente iba a la escuela, a todos, ricos y pobres, etc. Me parece que se ha ido profundizando y que cada vez estamos más lejos y vamos a estar cada vez más lejos. Que las políticas de Estado nos están dando en el punto de la desigualdad, están generando, diría yo, más desigualdad, porque está fallando la educación y por ahí es la clave, la clave está por ahí."
1,q9,__todos__,La social y economica
